date,temperature_max,temperature_min,rainfall_mm,humidity,cloud_cover,weather_condition,crop_name,season,is_irrigated,crop_type,disease,pest
2023-04-03,29.7,15.2,0.0,63.0,48.9,Rainy,Sunflower,Kharif,No,Oilseed,None,None
2023-04-03,28.4,21.1,14.3,61.4,53.0,Clear,Tomato,Rabi,No,Vegetable,None,None
2023-04-03,38.5,26.9,0.0,55.6,45.5,Partly Cloudy,Cotton,Kharif,No,Commercial,Downy Mildew,Armyworms
2023-04-03,38.0,26.8,0.0,88.3,94.8,Cloudy,Peanut,Kharif,No,Legume,Rust,Whiteflies
2023-04-03,44.8,32.3,13.6,72.2,16.9,Partly Cloudy,Rice,Kharif,Yes,Cereal,None,None
2023-04-03,31.6,25.6,0.0,54.0,73.7,Clear,Coffee,Kharif,Yes,Commercial,Blister Blight,Scale Insects
2023-04-03,33.5,25.0,0.0,84.8,51.6,Partly Cloudy,Sugarcane,Kharif,Yes,Commercial,Late Blight,Whiteflies
2023-04-03,23.0,13.2,0.0,85.9,38.2,Thunderstorm,Rice,Kharif,Yes,Cereal,Sigatoka,Whiteflies
2023-04-04,26.3,17.2,2.0,46.8,74.2,Rainy,Peanut,Kharif,No,Legume,Leaf Spot,Scale Insects
2023-04-04,25.6,20.2,31.1,84.2,17.1,Clear,Barley,Rabi,Yes,Cereal,Rust,Thrips
2023-04-04,30.7,23.0,0.0,51.7,54.7,Rainy,Tea,Kharif,Yes,Commercial,None,None
2023-04-04,31.6,19.7,0.0,70.0,17.1,Clear,Banana,Kharif,Yes,Fruit,None,None
2023-04-04,33.4,22.1,5.0,56.0,45.6,Partly Cloudy,Peanut,Kharif,No,Legume,None,None
2023-04-04,34.6,23.9,7.6,85.5,54.9,Thunderstorm,Banana,Kharif,Yes,Fruit,Sigatoka,Whiteflies
2023-04-04,44.4,37.7,0.0,84.0,71.4,Clear,Coffee,Kharif,Yes,Commercial,Late Blight,Thrips
2023-04-04,22.6,14.8,0.0,71.8,5.7,Cloudy,Soybean,Kharif,No,Legume,None,None
2023-04-04,25.1,16.2,0.0,40.4,83.3,Thunderstorm,Coffee,Kharif,Yes,Commercial,Leaf Spot,Mealybugs
2023-04-04,25.7,17.2,0.0,72.4,13.7,Rainy,Sunflower,Kharif,No,Oilseed,None,None
2023-04-04,31.8,26.6,0.0,72.1,25.8,Thunderstorm,Rice,Kharif,Yes,Cereal,None,None
2023-04-04,34.9,21.8,0.0,67.5,94.9,Cloudy,Potato,Rabi,Yes,Vegetable,Leaf Spot,Mealybugs
2023-04-04,31.3,23.9,0.0,72.8,0.6,Clear,Carrot,Rabi,Yes,Vegetable,None,None
2023-04-04,34.5,29.4,0.0,47.2,94.4,Cloudy,Coffee,Kharif,Yes,Commercial,Blister Blight,Scale Insects
2023-04-04,37.1,26.7,0.0,71.8,55.6,Clear,Potato,Rabi,Yes,Vegetable,Downy Mildew,Armyworms
2023-04-04,28.4,16.4,0.0,40.2,68.8,Partly Cloudy,Wheat,Rabi,Yes,Cereal,Leaf Spot,Scale Insects
2023-04-04,39.3,33.0,25.6,76.7,46.3,Clear,Onion,Rabi,Yes,Vegetable,Bacterial Blight,Aphids
2023-04-04,37.4,28.5,0.0,51.5,66.5,Rainy,Mango,Kharif,Yes,Fruit,Anthracnose,Armyworms
2023-04-04,26.6,14.5,15.1,52.3,36.0,Thunderstorm,Apple,Rabi,Yes,Fruit,None,None
2023-04-04,25.7,11.9,0.0,71.6,26.2,Partly Cloudy,Sugarcane,Kharif,Yes,Commercial,None,None
2023-04-04,26.0,14.0,0.0,40.6,34.0,Cloudy,Potato,Rabi,Yes,Vegetable,None,None
2023-04-04,34.9,24.6,0.0,82.0,76.8,Cloudy,Wheat,Rabi,Yes,Cereal,Bacterial Blight,Thrips
2023-04-04,24.2,14.6,0.0,80.3,70.5,Clear,Tea,Kharif,Yes,Commercial,Late Blight,Whiteflies
2023-04-04,37.6,31.2,7.5,89.2,52.9,Rainy,Coffee,Kharif,Yes,Commercial,Late Blight,Aphids
2023-04-04,44.6,33.4,0.0,84.5,84.8,Partly Cloudy,Coffee,Kharif,Yes,Commercial,Bacterial Blight,Whiteflies
2023-04-04,38.0,29.8,13.8,57.9,22.4,Thunderstorm,Barley,Rabi,Yes,Cereal,None,None
2023-04-04,43.5,32.0,0.0,44.1,13.4,Cloudy,Apple,Rabi,Yes,Fruit,Anthracnose,Armyworms
2023-04-04,31.0,17.8,0.0,80.0,97.9,Thunderstorm,Sugarcane,Kharif,Yes,Commercial,Bacterial Blight,Thrips
2023-04-04,30.4,24.5,0.0,77.9,31.7,Clear,Rice,Kharif,Yes,Cereal,Late Blight,Aphids
2023-04-04,20.9,12.3,36.0,79.7,95.1,Thunderstorm,Sunflower,Kharif,No,Oilseed,Sigatoka,Whiteflies
2023-04-05,31.7,23.8,0.0,76.9,81.8,Clear,Tomato,Rabi,No,Vegetable,Rust,Whiteflies
2023-04-05,29.3,21.2,18.8,87.5,85.0,Partly Cloudy,Sunflower,Kharif,No,Oilseed,Rust,Thrips
2023-04-05,29.0,15.2,0.0,47.0,40.0,Partly Cloudy,Carrot,Rabi,Yes,Vegetable,None,None
2023-04-05,22.3,17.3,48.6,57.6,70.0,Thunderstorm,Cotton,Kharif,No,Commercial,Fusarium Wilt,Scale Insects
2023-04-05,28.6,19.3,11.7,69.3,49.6,Partly Cloudy,Mango,Kharif,Yes,Fruit,None,None
2023-04-05,40.9,29.3,0.0,67.5,19.0,Partly Cloudy,Onion,Rabi,Yes,Vegetable,Anthracnose,Armyworms
2023-04-05,39.6,28.0,25.6,76.4,19.3,Rainy,Mango,Kharif,Yes,Fruit,Sigatoka,Whiteflies
2023-04-05,40.7,34.9,0.0,87.6,70.3,Thunderstorm,Potato,Rabi,Yes,Vegetable,Bacterial Blight,Aphids
2023-04-05,37.4,29.5,48.9,68.8,78.5,Rainy,Cotton,Kharif,No,Commercial,Root Rot,Scale Insects
2023-04-05,33.3,27.0,0.0,66.4,86.8,Clear,Maize,Kharif,No,Cereal,Blister Blight,Scale Insects
2023-04-05,41.0,27.8,0.0,45.6,4.4,Cloudy,Wheat,Rabi,Yes,Cereal,Downy Mildew,Armyworms
2023-04-05,24.9,12.6,31.2,48.7,46.3,Rainy,Peanut,Kharif,No,Legume,Sheath Blight,None
2023-04-05,35.6,26.2,0.0,45.7,89.6,Thunderstorm,Banana,Kharif,Yes,Fruit,Downy Mildew,Cutworms
2023-04-05,42.3,32.8,0.0,73.6,85.1,Thunderstorm,Chili,Kharif,No,Vegetable,Downy Mildew,Cutworms
2023-04-05,31.4,21.8,0.0,69.5,32.4,Rainy,Potato,Rabi,Yes,Vegetable,None,None
2023-04-05,37.6,31.1,20.9,47.5,89.6,Cloudy,Mango,Kharif,Yes,Fruit,Blister Blight,Mealybugs
2023-04-05,25.2,15.4,0.0,59.2,28.0,Cloudy,Mango,Kharif,Yes,Fruit,None,None
2023-04-05,39.3,33.4,0.0,60.3,14.5,Rainy,Sugarcane,Kharif,Yes,Commercial,Anthracnose,Cutworms
2023-04-05,21.6,10.1,10.5,46.0,55.1,Rainy,Wheat,Rabi,Yes,Cereal,None,None
2023-04-05,23.5,12.1,0.0,82.9,18.2,Cloudy,Maize,Kharif,No,Cereal,Rust,Aphids
2023-04-05,32.2,26.1,0.0,64.6,17.7,Thunderstorm,Soybean,Kharif,No,Legume,None,None
2023-04-05,21.0,10.4,0.0,50.0,53.1,Partly Cloudy,Cotton,Kharif,No,Commercial,None,None
2023-04-05,23.9,11.7,40.2,76.3,82.0,Clear,Barley,Rabi,Yes,Cereal,Sigatoka,Whiteflies
2023-04-05,32.7,19.5,0.0,43.6,62.4,Cloudy,Mango,Kharif,Yes,Fruit,Leaf Spot,Mealybugs
2023-04-05,28.0,15.7,0.0,49.1,5.2,Rainy,Cotton,Kharif,No,Commercial,None,None
2023-04-05,26.8,14.8,2.7,74.8,73.4,Rainy,Grapes,Rabi,Yes,Fruit,Blister Blight,Scale Insects
2023-04-05,36.6,26.8,0.0,59.9,20.0,Thunderstorm,Tomato,Rabi,No,Vegetable,Downy Mildew,Cutworms
2023-04-05,28.9,20.0,0.0,81.9,81.3,Thunderstorm,Wheat,Rabi,Yes,Cereal,Late Blight,Whiteflies
2023-04-05,29.6,24.3,0.0,67.2,23.0,Thunderstorm,Potato,Rabi,Yes,Vegetable,None,None
2023-04-05,25.9,12.0,0.0,82.5,37.4,Partly Cloudy,Onion,Rabi,Yes,Vegetable,Late Blight,Thrips
2023-04-06,39.0,29.6,0.0,49.8,2.3,Clear,Grapes,Rabi,Yes,Fruit,Downy Mildew,Armyworms
2023-04-06,32.4,18.3,2.3,69.8,38.3,Rainy,Soybean,Kharif,No,Legume,None,None
2023-04-06,37.4,29.2,0.0,64.6,97.5,Cloudy,Rice,Kharif,Yes,Cereal,Anthracnose,Armyworms
2023-04-06,43.5,37.8,0.0,52.1,66.1,Rainy,Chili,Kharif,No,Vegetable,Downy Mildew,Armyworms
2023-04-06,35.2,22.8,0.0,45.4,34.8,Partly Cloudy,Maize,Kharif,No,Cereal,Anthracnose,Armyworms
2023-04-06,20.4,6.3,0.0,55.3,53.5,Clear,Apple,Rabi,Yes,Fruit,None,None
2023-04-06,39.4,31.1,9.5,47.6,44.7,Cloudy,Rice,Kharif,Yes,Cereal,None,None
2023-04-06,24.8,16.7,0.0,66.1,88.4,Cloudy,Peanut,Kharif,No,Legume,Leaf Spot,Mealybugs
2023-04-06,44.5,34.5,25.4,62.3,65.2,Cloudy,Tomato,Rabi,No,Vegetable,Leaf Spot,Mealybugs
2023-04-06,25.7,18.8,38.6,85.8,41.6,Rainy,Soybean,Kharif,No,Legume,Rust,Aphids
2023-04-06,23.3,10.1,0.0,44.1,47.4,Thunderstorm,Mango,Kharif,Yes,Fruit,None,None
2023-04-06,22.3,16.0,0.0,89.4,12.6,Clear,Peanut,Kharif,No,Legume,Bacterial Blight,Whiteflies
2023-04-06,29.3,20.3,0.0,76.5,53.4,Cloudy,Potato,Rabi,Yes,Vegetable,Late Blight,Thrips
2023-04-06,25.5,14.3,12.8,59.3,21.5,Rainy,Sugarcane,Kharif,Yes,Commercial,None,None
2023-04-06,34.9,25.9,0.0,86.6,86.9,Partly Cloudy,Sunflower,Kharif,No,Oilseed,Rust,Thrips
2023-04-06,29.7,21.7,0.0,81.3,58.8,Rainy,Rice,Kharif,Yes,Cereal,Late Blight,Aphids
2023-04-06,22.9,14.5,0.0,84.6,89.3,Thunderstorm,Wheat,Rabi,Yes,Cereal,Sigatoka,Whiteflies
2023-04-06,23.5,9.4,0.0,42.5,30.3,Partly Cloudy,Carrot,Rabi,Yes,Vegetable,None,None
2023-04-06,28.7,20.7,0.0,82.2,3.0,Thunderstorm,Apple,Rabi,Yes,Fruit,Sigatoka,Whiteflies
2023-04-06,39.3,27.2,0.0,80.1,8.9,Cloudy,Tea,Kharif,Yes,Commercial,Sigatoka,Aphids
2023-04-06,30.6,21.0,0.0,71.4,70.8,Thunderstorm,Chili,Kharif,No,Vegetable,Leaf Spot,Scale Insects
2023-04-06,38.0,24.3,19.3,79.6,51.7,Clear,Apple,Rabi,Yes,Fruit,Sigatoka,Aphids
2023-04-06,26.5,17.7,0.0,70.6,92.4,Clear,Onion,Rabi,Yes,Vegetable,Blister Blight,Mealybugs
2023-04-06,43.1,31.4,0.0,43.5,64.0,Cloudy,Grapes,Rabi,Yes,Fruit,Anthracnose,Armyworms
2023-04-06,37.3,29.4,0.0,65.9,12.3,Cloudy,Maize,Kharif,No,Cereal,Anthracnose,Armyworms
2023-04-06,26.7,18.8,0.0,85.9,80.9,Partly Cloudy,Wheat,Rabi,Yes,Cereal,Late Blight,Thrips
2023-04-06,33.0,24.4,0.0,78.5,22.2,Clear,Soybean,Kharif,No,Legume,Rust,Whiteflies
2023-04-06,42.9,31.5,0.0,64.4,22.6,Partly Cloudy,Barley,Rabi,Yes,Cereal,Anthracnose,Armyworms
2023-04-06,21.7,13.2,23.8,65.4,68.3,Thunderstorm,Wheat,Rabi,Yes,Cereal,Leaf Spot,Scale Insects
2023-04-06,27.5,15.2,0.0,73.2,88.9,Thunderstorm,Soybean,Kharif,No,Legume,Leaf Spot,Scale Insects
2023-04-07,24.4,17.7,0.0,54.5,29.5,Rainy,Potato,Rabi,Yes,Vegetable,None,None
2023-04-07,33.8,23.5,0.0,60.2,79.8,Partly Cloudy,Apple,Rabi,Yes,Fruit,Blister Blight,Scale Insects
2023-04-07,20.0,7.1,0.0,50.7,12.2,Thunderstorm,Onion,Rabi,Yes,Vegetable,None,None
2023-04-07,21.9,12.7,14.5,70.7,13.7,Thunderstorm,Apple,Rabi,Yes,Fruit,None,None
2023-04-07,37.7,25.6,0.0,73.6,9.1,Thunderstorm,Chili,Kharif,No,Vegetable,Anthracnose,Cutworms
2023-04-07,35.9,27.8,0.0,51.2,80.6,Cloudy,Wheat,Rabi,Yes,Cereal,Downy Mildew,Armyworms
2023-04-07,33.0,27.8,49.1,40.9,56.0,Clear,Grapes,Rabi,Yes,Fruit,Sheath Blight,None
2023-04-07,23.4,10.5,0.0,63.0,55.8,Cloudy,Peanut,Kharif,No,Legume,None,None
2023-04-07,31.0,16.5,0.0,42.3,20.5,Rainy,Sunflower,Kharif,No,Oilseed,None,None
2023-04-07,28.2,21.5,47.3,77.6,57.6,Thunderstorm,Onion,Rabi,Yes,Vegetable,Bacterial Blight,Aphids
2023-04-07,26.0,11.5,0.0,82.7,98.9,Rainy,Sugarcane,Kharif,Yes,Commercial,Bacterial Blight,Whiteflies
2023-04-07,44.9,36.4,27.2,53.1,41.0,Thunderstorm,Mango,Kharif,Yes,Fruit,None,None
2023-04-07,29.3,16.3,44.9,65.8,7.9,Cloudy,Barley,Rabi,Yes,Cereal,Sheath Blight,None
2023-04-07,38.8,23.9,0.0,61.7,48.3,Thunderstorm,Cotton,Kharif,No,Commercial,Downy Mildew,Cutworms
2023-04-07,41.0,27.9,0.0,67.1,26.9,Clear,Mango,Kharif,Yes,Fruit,Anthracnose,Cutworms
2023-04-07,42.0,34.5,0.0,86.9,24.2,Clear,Sugarcane,Kharif,Yes,Commercial,Late Blight,Aphids
2023-04-07,23.2,10.7,3.7,84.2,34.6,Partly Cloudy,Mango,Kharif,Yes,Fruit,Rust,Aphids
2023-04-07,37.8,27.8,0.0,76.5,42.8,Cloudy,Soybean,Kharif,No,Legume,Sigatoka,Thrips
2023-04-07,21.1,10.6,13.8,80.7,25.5,Partly Cloudy,Barley,Rabi,Yes,Cereal,Bacterial Blight,Thrips
2023-04-07,27.5,21.8,0.0,60.0,39.5,Cloudy,Potato,Rabi,Yes,Vegetable,None,None
2023-04-07,27.1,13.4,0.0,74.3,59.5,Cloudy,Onion,Rabi,Yes,Vegetable,None,None
2023-04-07,43.3,33.7,0.0,63.1,71.2,Rainy,Soybean,Kharif,No,Legume,Anthracnose,Cutworms
2023-04-07,33.3,24.8,30.9,47.9,73.3,Partly Cloudy,Soybean,Kharif,No,Legume,Sheath Blight,Mealybugs
2023-04-07,21.7,15.7,0.0,50.0,71.9,Thunderstorm,Tomato,Rabi,No,Vegetable,Blister Blight,Scale Insects
2023-04-07,28.2,18.3,0.0,59.5,83.7,Partly Cloudy,Wheat,Rabi,Yes,Cereal,Blister Blight,Scale Insects
2023-04-07,30.3,15.9,0.0,42.6,78.7,Rainy,Peanut,Kharif,No,Legume,Leaf Spot,Mealybugs
2023-04-07,34.5,29.2,0.0,46.6,41.0,Partly Cloudy,Mango,Kharif,Yes,Fruit,None,None
2023-04-07,35.7,22.5,0.0,42.6,33.7,Clear,Sunflower,Kharif,No,Oilseed,Downy Mildew,Armyworms
2023-04-07,29.0,14.8,0.0,64.8,6.3,Cloudy,Coffee,Kharif,Yes,Commercial,None,None
2023-04-07,32.5,26.5,0.0,83.9,6.9,Partly Cloudy,Banana,Kharif,Yes,Fruit,Rust,Thrips
2023-04-08,41.5,29.0,37.6,82.5,51.7,Partly Cloudy,Carrot,Rabi,Yes,Vegetable,Rust,Thrips
2023-04-08,39.7,32.2,0.0,76.1,38.9,Rainy,Apple,Rabi,Yes,Fruit,Late Blight,Aphids
2023-04-08,22.0,16.8,36.7,68.5,5.2,Thunderstorm,Mango,Kharif,Yes,Fruit,Fusarium Wilt,None
2023-04-08,34.1,22.1,0.0,53.7,14.5,Cloudy,Soybean,Kharif,No,Legume,None,None
2023-04-08,35.5,22.6,8.5,77.1,21.1,Cloudy,Soybean,Kharif,No,Legume,Bacterial Blight,Thrips
2023-04-08,33.1,20.3,15.3,45.0,80.8,Partly Cloudy,Sugarcane,Kharif,Yes,Commercial,Blister Blight,Scale Insects
2023-04-08,38.8,31.6,26.8,52.9,66.5,Thunderstorm,Cotton,Kharif,No,Commercial,Blister Blight,Scale Insects
2023-04-08,29.3,21.2,0.0,57.5,98.5,Rainy,Chili,Kharif,No,Vegetable,Blister Blight,Mealybugs
2023-04-08,22.8,8.7,0.0,47.1,16.1,Cloudy,Tomato,Rabi,No,Vegetable,None,None
2023-04-08,43.2,30.6,0.0,71.8,13.1,Rainy,Banana,Kharif,Yes,Fruit,Anthracnose,Cutworms
2023-04-08,22.6,10.9,16.1,48.4,16.1,Thunderstorm,Grapes,Rabi,Yes,Fruit,None,None
2023-04-08,28.6,22.8,37.7,59.5,39.8,Clear,Carrot,Rabi,Yes,Vegetable,Root Rot,None
2023-04-08,31.6,22.4,0.0,69.8,17.6,Thunderstorm,Chili,Kharif,No,Vegetable,None,None
2023-04-08,35.2,20.5,0.0,43.0,36.1,Partly Cloudy,Wheat,Rabi,Yes,Cereal,Downy Mildew,Cutworms
2023-04-08,35.6,22.4,0.0,79.7,4.9,Clear,Cotton,Kharif,No,Commercial,Sigatoka,Aphids
2023-04-08,31.9,25.8,0.0,60.7,64.9,Partly Cloudy,Soybean,Kharif,No,Legume,Leaf Spot,Scale Insects
2023-04-08,29.1,15.7,0.0,87.6,45.7,Cloudy,Grapes,Rabi,Yes,Fruit,Bacterial Blight,Thrips
2023-04-08,27.9,15.2,0.0,54.0,96.0,Rainy,Apple,Rabi,Yes,Fruit,Blister Blight,Mealybugs
2023-04-08,25.0,14.9,9.7,86.3,5.5,Partly Cloudy,Wheat,Rabi,Yes,Cereal,Late Blight,Whiteflies
2023-04-08,29.8,20.5,0.0,87.2,85.9,Clear,Coffee,Kharif,Yes,Commercial,Rust,Thrips
2023-04-08,21.4,12.6,36.3,65.8,1.2,Cloudy,Carrot,Rabi,Yes,Vegetable,Sheath Blight,None
2023-04-08,34.7,25.7,0.0,75.6,6.5,Rainy,Potato,Rabi,Yes,Vegetable,Bacterial Blight,Thrips
2023-04-08,22.4,11.8,0.0,79.3,21.9,Thunderstorm,Sunflower,Kharif,No,Oilseed,Bacterial Blight,Aphids
2023-04-08,32.9,23.1,0.0,60.1,22.3,Rainy,Wheat,Rabi,Yes,Cereal,None,None
2023-04-08,22.9,17.6,0.0,65.6,69.9,Partly Cloudy,Carrot,Rabi,Yes,Vegetable,Leaf Spot,Mealybugs
2023-04-08,27.0,19.3,28.7,43.1,48.8,Thunderstorm,Barley,Rabi,Yes,Cereal,None,None
2023-04-08,42.2,31.5,0.0,62.7,50.7,Clear,Soybean,Kharif,No,Legume,Anthracnose,Cutworms
2023-04-08,26.4,15.2,0.0,57.9,83.8,Clear,Wheat,Rabi,Yes,Cereal,Blister Blight,Mealybugs
2023-04-08,33.6,22.9,0.0,69.4,11.3,Thunderstorm,Maize,Kharif,No,Cereal,None,None
2023-04-08,42.6,35.8,0.0,42.0,84.2,Clear,Barley,Rabi,Yes,Cereal,Anthracnose,Cutworms
2023-04-09,41.2,35.4,0.0,85.5,37.8,Rainy,Potato,Rabi,Yes,Vegetable,Bacterial Blight,Whiteflies
2023-04-09,22.8,13.1,0.0,59.7,89.4,Rainy,Coffee,Kharif,Yes,Commercial,Blister Blight,Mealybugs
2023-04-09,42.8,33.5,41.0,84.3,2.1,Rainy,Grapes,Rabi,Yes,Fruit,Bacterial Blight,Whiteflies
2023-04-09,29.3,15.3,0.0,67.2,42.6,Partly Cloudy,Onion,Rabi,Yes,Vegetable,None,None
2023-04-09,41.1,29.8,12.4,62.1,16.8,Partly Cloudy,Banana,Kharif,Yes,Fruit,None,None
2023-04-09,21.4,12.4,0.0,62.0,54.3,Clear,Sugarcane,Kharif,Yes,Commercial,None,None
2023-04-09,40.1,26.3,28.7,87.9,26.2,Thunderstorm,Rice,Kharif,Yes,Cereal,Bacterial Blight,Aphids
2023-04-09,20.5,5.7,0.0,47.9,9.7,Partly Cloudy,Potato,Rabi,Yes,Vegetable,None,None
2023-04-09,26.0,11.6,0.0,52.2,53.8,Rainy,Coffee,Kharif,Yes,Commercial,None,None
2023-04-09,22.1,16.2,0.0,53.2,43.9,Partly Cloudy,Peanut,Kharif,No,Legume,None,None
2023-04-09,32.5,19.2,0.0,64.1,59.8,Clear,Cotton,Kharif,No,Commercial,None,None
2023-04-09,42.8,36.3,3.7,41.2,3.2,Thunderstorm,Coffee,Kharif,Yes,Commercial,None,None
2023-04-09,35.7,24.1,0.0,41.3,95.5,Clear,Apple,Rabi,Yes,Fruit,Anthracnose,Armyworms
2023-04-09,26.5,12.9,0.0,77.1,4.2,Clear,Apple,Rabi,Yes,Fruit,Sigatoka,Thrips
2023-04-09,40.4,28.5,0.0,43.6,11.5,Rainy,Grapes,Rabi,Yes,Fruit,Anthracnose,Armyworms
2023-04-09,29.8,23.0,0.0,85.3,76.2,Partly Cloudy,Maize,Kharif,No,Cereal,Sigatoka,Thrips
2023-04-09,30.4,24.6,37.7,73.8,45.9,Clear,Soybean,Kharif,No,Legume,Sheath Blight,None
2023-04-09,38.3,24.7,0.0,41.8,61.2,Clear,Tea,Kharif,Yes,Commercial,Downy Mildew,Cutworms
2023-04-09,42.9,29.7,0.0,81.1,7.2,Partly Cloudy,Chili,Kharif,No,Vegetable,Rust,Aphids
2023-04-09,27.2,12.9,9.5,57.5,29.1,Clear,Mango,Kharif,Yes,Fruit,None,None
2023-04-09,40.4,33.8,39.4,40.6,52.1,Cloudy,Carrot,Rabi,Yes,Vegetable,Sheath Blight,None
2023-04-09,44.3,33.4,0.0,68.7,81.5,Thunderstorm,Sugarcane,Kharif,Yes,Commercial,Anthracnose,Cutworms
2023-04-09,44.5,33.6,0.0,54.8,53.3,Cloudy,Cotton,Kharif,No,Commercial,Downy Mildew,Armyworms
2023-04-09,20.2,8.2,0.0,82.1,50.1,Partly Cloudy,Soybean,Kharif,No,Legume,Bacterial Blight,Thrips
2023-04-09,26.4,16.3,0.0,70.4,38.0,Clear,Rice,Kharif,Yes,Cereal,None,None
2023-04-09,22.9,11.6,10.5,67.6,32.0,Partly Cloudy,Maize,Kharif,No,Cereal,None,None
2023-04-09,25.0,12.1,9.0,41.0,73.3,Cloudy,Banana,Kharif,Yes,Fruit,Blister Blight,Mealybugs
2023-04-09,37.8,30.6,0.0,85.5,82.3,Thunderstorm,Tea,Kharif,Yes,Commercial,Bacterial Blight,Thrips
2023-04-09,43.5,30.2,0.0,69.8,54.0,Thunderstorm,Wheat,Rabi,Yes,Cereal,Downy Mildew,Cutworms
2023-04-09,29.4,18.2,0.0,40.7,11.6,Thunderstorm,Sugarcane,Kharif,Yes,Commercial,None,None
2023-04-10,40.0,32.9,0.0,54.6,72.2,Partly Cloudy,Soybean,Kharif,No,Legume,Downy Mildew,Cutworms
2023-04-10,25.8,17.5,0.0,80.2,29.8,Rainy,Wheat,Rabi,Yes,Cereal,Bacterial Blight,Thrips
2023-04-10,22.3,15.3,0.0,63.2,72.1,Clear,Tomato,Rabi,No,Vegetable,Leaf Spot,Scale Insects
2023-04-10,43.2,35.7,12.9,75.1,28.0,Thunderstorm,Soybean,Kharif,No,Legume,Rust,Thrips
2023-04-10,43.7,34.1,0.0,76.2,81.6,Cloudy,Apple,Rabi,Yes,Fruit,Rust,Aphids
2023-04-10,41.8,34.6,0.0,51.4,50.1,Rainy,Wheat,Rabi,Yes,Cereal,Downy Mildew,Cutworms
2023-04-10,24.2,17.0,0.0,87.2,83.5,Clear,Rice,Kharif,Yes,Cereal,Rust,Thrips
2023-04-10,32.0,22.5,7.8,74.7,83.2,Clear,Carrot,Rabi,Yes,Vegetable,Leaf Spot,Mealybugs
2023-04-10,33.7,22.4,0.0,58.3,59.4,Partly Cloudy,Cotton,Kharif,No,Commercial,None,None
2023-04-10,25.8,17.1,32.6,88.8,28.5,Partly Cloudy,Tea,Kharif,Yes,Commercial,Sigatoka,Aphids
2023-04-10,35.0,23.9,0.0,61.4,11.2,Rainy,Sunflower,Kharif,No,Oilseed,None,None
2023-04-10,32.3,25.6,0.0,60.5,90.5,Rainy,Chili,Kharif,No,Vegetable,Leaf Spot,Mealybugs
2023-04-10,27.6,14.7,0.0,51.1,27.7,Cloudy,Peanut,Kharif,No,Legume,None,None
2023-04-10,42.2,30.4,43.1,68.5,50.1,Thunderstorm,Tomato,Rabi,No,Vegetable,Sheath Blight,None
2023-04-10,20.3,11.4,38.5,58.7,23.5,Cloudy,Onion,Rabi,Yes,Vegetable,Fusarium Wilt,None
2023-04-10,43.5,29.6,0.0,63.5,22.7,Partly Cloudy,Wheat,Rabi,Yes,Cereal,Downy Mildew,Cutworms
2023-04-10,32.8,18.9,0.0,54.5,76.3,Cloudy,Rice,Kharif,Yes,Cereal,Leaf Spot,Scale Insects
2023-04-10,34.5,20.4,0.0,88.2,0.5,Rainy,Mango,Kharif,Yes,Fruit,Rust,Aphids
2023-04-10,42.2,36.6,0.0,45.5,88.6,Cloudy,Sunflower,Kharif,No,Oilseed,Downy Mildew,Armyworms
2023-04-10,41.5,28.8,0.0,44.4,38.6,Partly Cloudy,Apple,Rabi,Yes,Fruit,Anthracnose,Cutworms
2023-04-10,35.6,22.6,0.0,52.1,79.5,Clear,Cotton,Kharif,No,Commercial,Anthracnose,Armyworms
2023-04-10,30.2,23.9,7.3,57.4,12.9,Rainy,Chili,Kharif,No,Vegetable,None,None
2023-04-10,38.9,31.7,0.0,85.7,18.0,Clear,Mango,Kharif,Yes,Fruit,Late Blight,Thrips
2023-04-10,33.6,21.1,0.0,78.7,29.5,Cloudy,Tea,Kharif,Yes,Commercial,Bacterial Blight,Whiteflies
2023-04-10,41.7,33.8,0.0,51.8,10.4,Partly Cloudy,Banana,Kharif,Yes,Fruit,Anthracnose,Armyworms
2023-04-10,43.9,32.4,0.0,65.1,40.5,Rainy,Soybean,Kharif,No,Legume,Downy Mildew,Cutworms
2023-04-10,24.6,14.1,0.0,82.0,66.3,Cloudy,Soybean,Kharif,No,Legume,Late Blight,Aphids
2023-04-10,28.8,16.1,0.0,85.6,44.9,Thunderstorm,Maize,Kharif,No,Cereal,Rust,Whiteflies
2023-04-10,29.5,23.1,29.9,45.2,60.3,Cloudy,Barley,Rabi,Yes,Cereal,Blister Blight,Scale Insects
2023-04-10,37.2,23.7,0.0,86.3,54.7,Cloudy,Carrot,Rabi,Yes,Vegetable,Bacterial Blight,Thrips
2023-04-11,25.1,11.8,13.1,77.4,86.0,Partly Cloudy,Cotton,Kharif,No,Commercial,Late Blight,Whiteflies
2023-04-11,38.3,30.0,0.0,70.1,21.8,Partly Cloudy,Maize,Kharif,No,Cereal,Downy Mildew,Cutworms
2023-04-11,39.1,32.9,0.0,87.8,24.2,Thunderstorm,Rice,Kharif,Yes,Cereal,Bacterial Blight,Thrips
2023-04-11,31.7,26.2,0.0,43.7,66.4,Clear,Onion,Rabi,Yes,Vegetable,Leaf Spot,Scale Insects
2023-04-11,37.4,29.6,0.0,55.4,66.0,Rainy,Soybean,Kharif,No,Legume,Downy Mildew,Cutworms
2023-04-11,29.8,19.5,0.0,44.5,30.2,Cloudy,Tomato,Rabi,No,Vegetable,None,None
